,survived,pclass,sex,age,FamilySize,isAlone,embarked_C,embarked_Q,embarked_S,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,fare_log,sibsp_sqrt,parch_sqrt
269,1,1,0,35.0,1,1,False,False,True,False,False,True,False,False,False,False,4.306742249663978,0.0,0.0
270,0,1,1,29.869351032448375,1,1,False,False,True,False,True,False,False,False,False,False,3.4657359027997265,0.0,0.0
271,1,3,1,25.0,1,1,False,False,True,False,False,False,False,False,False,True,0.0,0.0,0.0
272,1,2,0,41.0,2,0,False,False,True,False,False,False,False,True,False,False,3.0204248861443626,0.0,1.0
273,0,1,1,37.0,2,0,True,False,False,False,False,True,False,False,False,False,3.4242626545931514,0.0,1.0
275,1,1,0,57.0,2,0,False,False,True,False,False,False,True,False,False,False,4.306742249663978,1.0,0.0
276,0,3,0,45.0,1,1,False,False,True,False,False,False,False,False,True,False,2.169053700369523,0.0,0.0
277,0,2,1,29.869351032448375,1,1,False,False,True,False,False,False,False,True,False,False,0.0,0.0,0.0
278,0,3,1,7.0,6,0,False,True,False,False,False,False,False,True,False,False,3.405355391810819,1.5811388300841898,1.0
279,1,3,0,35.0,3,0,False,False,True,False,False,False,False,True,False,False,3.056356895370426,1.0,1.0
280,0,3,1,57.0,1,1,False,True,False,False,False,False,False,True,False,False,2.169053700369523,0.0,0.0
281,0,3,1,28.0,1,1,False,False,True,False,False,False,False,True,False,False,2.180891922715322,0.0,0.0
282,0,3,1,16.0,1,1,False,False,True,False,False,False,False,False,True,False,2.3513752571634776,0.0,0.0
283,1,3,1,19.0,1,1,False,False,True,False,False,False,False,True,False,False,2.2027647577118348,0.0,0.0
284,0,1,1,29.869351032448375,1,1,False,False,True,True,False,False,False,False,False,False,3.295836866004329,0.0,0.0
285,0,3,1,33.0,1,1,True,False,False,False,False,False,False,False,False,True,2.2682524139135403,0.0,0.0
286,1,3,1,30.0,1,1,False,False,True,False,False,False,False,False,False,True,2.3513752571634776,0.0,0.0
287,0,3,1,22.0,1,1,False,False,True,False,False,False,False,True,False,False,2.1855792552411137,0.0,0.0
288,1,2,1,42.0,1,1,False,False,True,False,False,False,True,False,False,False,2.6390573296152584,0.0,0.0
289,1,3,0,22.0,1,1,False,True,False,False,False,False,False,True,False,False,2.169053700369523,0.0,0.0
290,1,1,0,26.0,1,1,False,False,True,True,False,False,False,False,False,False,4.306742249663978,0.0,0.0
291,1,1,0,19.0,2,0,True,False,False,False,True,False,False,False,False,False,4.306742249663978,1.0,0.0
292,0,2,1,36.0,1,1,True,False,False,False,False,False,True,False,False,False,2.630088659632498,0.0,0.0
293,0,3,0,24.0,1,1,False,False,True,False,False,False,False,False,False,True,2.2874714551839976,0.0,0.0
294,0,3,1,24.0,1,1,False,False,True,False,False,False,False,False,False,True,2.1855792552411137,0.0,0.0
296,0,3,1,23.5,1,1,True,False,False,False,False,False,False,True,False,False,2.1076888046179385,0.0,0.0
297,0,1,0,2.0,4,0,False,False,True,False,False,True,False,False,False,False,4.306742249663978,1.0,1.4142135623730951
298,1,1,1,29.869351032448375,1,1,False,False,True,False,False,True,False,False,False,False,3.449987545831587,0.0,0.0
299,1,1,0,50.0,2,0,True,False,False,False,True,False,False,False,False,False,4.306742249663978,0.0,1.0
301,1,3,1,29.869351032448375,3,0,False,True,False,False,False,False,False,True,False,False,3.188416617383492,1.4142135623730951,0.0
302,0,3,1,19.0,1,1,False,False,True,False,False,False,False,True,False,False,0.0,0.0,0.0
303,1,2,0,29.869351032448375,1,1,False,True,False,False,False,False,False,True,False,False,2.5915163848462583,0.0,0.0
305,1,1,1,1.0,4,0,False,False,True,False,False,True,False,False,False,False,4.306742249663978,1.0,1.4142135623730951
306,1,1,0,29.869351032448375,1,1,True,False,False,True,False,False,False,False,False,False,4.306742249663978,0.0,0.0
307,1,1,0,17.0,2,0,True,False,False,False,False,True,False,False,False,False,4.306742249663978,1.0,0.0
308,0,2,1,30.0,2,0,True,False,False,False,False,False,False,True,False,False,3.2188758248682006,1.0,0.0
309,1,1,0,30.0,1,1,True,False,False,False,False,False,False,True,False,False,4.0592215752427645,0.0,0.0
310,1,1,0,24.0,1,1,True,False,False,False,False,True,False,False,False,False,4.306742249663978,0.0,0.0
311,1,1,0,18.0,5,0,True,False,False,False,True,False,False,False,False,False,4.306742249663978,1.4142135623730951,1.4142135623730951
312,0,2,0,26.0,3,0,False,False,True,False,False,False,True,False,False,False,3.295836866004329,1.0,1.0
314,0,2,1,43.0,3,0,False,False,True,False,False,False,True,False,False,False,3.305053521109253,1.0,1.0
315,1,3,0,26.0,1,1,False,False,True,False,False,False,False,False,True,False,2.180891922715322,0.0,0.0
316,1,2,0,24.0,2,0,False,False,True,False,False,False,False,True,False,False,3.295836866004329,1.0,0.0
317,0,2,1,54.0,1,1,False,False,True,False,False,False,True,False,False,False,2.70805020110221,0.0,0.0
318,1,1,0,31.0,3,0,False,False,True,False,False,True,False,False,False,False,4.306742249663978,0.0,1.4142135623730951
319,1,1,0,40.0,3,0,True,False,False,False,False,False,False,True,False,False,4.306742249663978,1.0,1.0
321,0,3,1,27.0,1,1,False,False,True,False,False,False,False,False,False,True,2.1855792552411137,0.0,0.0
322,1,2,0,30.0,1,1,False,True,False,False,False,False,True,False,False,False,2.5915163848462583,0.0,0.0
323,1,2,0,22.0,3,0,False,False,True,False,False,False,False,True,False,False,3.4011973816621555,1.0,1.0
325,1,1,0,36.0,1,1,True,False,False,False,False,True,False,False,False,False,4.306742249663978,0.0,0.0
326,0,3,1,57.0,1,1,False,False,True,False,False,False,False,True,False,False,1.9792758428991135,0.0,0.0
327,1,2,0,36.0,1,1,False,False,True,False,False,False,True,False,False,False,2.6390573296152584,0.0,0.0
328,1,3,0,31.0,3,0,False,False,True,False,False,False,False,False,True,False,3.0692150503137943,1.0,1.0
329,1,1,0,16.0,2,0,True,False,False,False,True,False,False,False,False,False,4.077184839375167,0.0,1.0
330,1,3,0,29.869351032448375,3,0,False,True,False,False,False,False,False,False,True,False,3.188416617383492,1.4142135623730951,0.0
331,0,1,1,45.5,1,1,False,False,True,False,False,True,False,False,False,False,3.3843902633457743,0.0,0.0
332,0,1,1,38.0,2,0,False,False,True,False,False,True,False,False,False,False,4.306742249663978,0.0,1.0
333,0,3,1,16.0,3,0,False,False,True,False,False,False,False,True,False,False,2.9444389791664403,1.4142135623730951,0.0
334,1,1,0,29.869351032448375,2,0,False,False,True,True,False,False,False,False,False,False,4.306742249663978,1.0,0.0
336,0,1,1,29.0,2,0,False,False,True,False,False,True,False,False,False,False,4.213607983048918,1.0,0.0
337,1,1,0,41.0,1,1,True,False,False,False,False,False,False,True,False,False,4.306742249663978,0.0,0.0
338,1,3,1,45.0,1,1,False,False,True,False,False,False,False,True,False,False,2.2027647577118348,0.0,0.0
339,0,1,1,45.0,1,1,False,False,True,False,False,True,False,False,False,False,3.597312260588446,0.0,0.0
340,1,2,1,2.0,3,0,False,False,True,False,False,False,False,False,True,False,3.295836866004329,1.0,1.0
341,1,1,0,24.0,6,0,False,False,True,False,False,True,False,False,False,False,4.306742249663978,1.5811388300841898,1.4142135623730951
342,0,2,1,28.0,1,1,False,False,True,False,False,False,False,True,False,False,2.6390573296152584,0.0,0.0
344,0,2,1,36.0,1,1,False,False,True,False,False,False,False,True,False,False,2.6390573296152584,0.0,0.0
345,1,2,0,24.0,1,1,False,False,True,False,False,False,False,False,True,False,2.6390573296152584,0.0,0.0
346,1,2,0,40.0,1,1,False,False,True,False,False,False,False,True,False,False,2.6390573296152584,0.0,0.0
347,1,3,0,29.869351032448375,2,0,False,False,True,False,False,False,False,False,True,False,2.8390784635086144,1.0,0.0
348,1,3,1,3.0,3,0,False,False,True,False,False,False,False,False,True,False,2.827313621929028,1.0,1.0
349,0,3,1,42.0,1,1,False,False,True,False,False,False,False,False,False,True,2.2682524139135403,0.0,0.0
350,0,3,1,23.0,1,1,False,False,True,False,False,False,False,True,False,False,2.3248357019288655,0.0,0.0
351,0,1,1,29.869351032448375,1,1,False,False,True,False,False,True,False,False,False,False,3.58351893845611,0.0,0.0
352,0,3,1,15.0,3,0,True,False,False,False,False,False,False,False,False,True,2.1076888046179385,1.0,1.0
353,0,3,1,25.0,2,0,False,False,True,False,False,False,False,False,False,True,2.9338568698359038,1.0,0.0
356,1,1,0,22.0,2,0,False,False,True,False,False,False,False,True,False,False,4.02535169073515,0.0,1.0
357,0,2,0,38.0,1,1,False,False,True,False,False,False,True,False,False,False,2.6390573296152584,0.0,0.0
360,0,3,1,40.0,6,0,False,False,True,False,False,False,False,True,False,False,3.3638415951183864,1.0,1.5811388300841898
361,0,2,1,29.0,2,0,True,False,False,False,False,False,False,True,False,False,3.357621598945279,1.0,0.0
362,0,3,0,45.0,2,0,True,False,False,False,False,False,False,False,False,True,2.737880811060884,0.0,1.0
363,0,3,1,35.0,1,1,False,False,True,False,False,False,False,False,True,False,2.085672091430472,0.0,0.0
365,0,3,1,30.0,1,1,False,False,True,False,False,False,False,True,False,False,2.1102132003465894,0.0,0.0
366,1,1,0,57.0,2,0,True,False,False,False,False,False,True,False,False,False,4.306742249663978,1.0,0.0
367,1,3,0,29.869351032448375,1,1,True,False,False,False,False,False,False,True,False,False,2.1076888046179385,0.0,0.0
369,1,1,0,24.0,1,1,True,False,False,False,True,False,False,False,False,False,4.252771798816619,0.0,0.0
370,1,1,1,25.0,2,0,True,False,False,False,False,False,False,True,False,False,4.0332082470129285,1.0,0.0
371,0,3,1,18.0,2,0,False,False,True,False,False,False,False,True,False,False,2.0143428636837015,1.0,0.0
372,0,3,1,19.0,1,1,False,False,True,False,False,False,False,True,False,False,2.2027647577118348,0.0,0.0
373,0,1,1,22.0,1,1,True,False,False,False,False,True,False,False,False,False,4.306742249663978,0.0,0.0
374,0,3,0,3.0,5,0,False,False,True,False,False,False,False,False,True,False,3.0944457464900235,1.5811388300841898,1.0
375,1,1,0,29.869351032448375,2,0,True,False,False,True,False,False,False,False,False,False,4.306742249663978,1.0,0.0
376,1,3,0,22.0,1,1,False,False,True,False,False,False,False,False,True,False,2.1102132003465894,0.0,0.0
377,0,1,1,27.0,3,0,True,False,False,False,False,True,False,False,False,False,4.306742249663978,0.0,1.4142135623730951
378,0,3,1,20.0,1,1,True,False,False,False,False,False,False,True,False,False,1.6119347926326877,0.0,0.0
379,0,3,1,19.0,1,1,False,False,True,False,False,False,False,False,True,False,2.1719067693519296,0.0,0.0
380,1,1,0,42.0,1,1,True,False,False,False,True,False,False,False,False,False,4.306742249663978,0.0,0.0
381,1,3,0,1.0,3,0,True,False,False,False,False,False,False,True,False,False,2.817902613071225,0.0,1.4142135623730951
382,0,3,1,32.0,1,1,False,False,True,False,False,False,False,True,False,False,2.188856327665703,0.0,0.0
383,1,1,0,35.0,2,0,False,False,True,False,True,False,False,False,False,False,3.970291913552122,1.0,0.0
385,0,2,1,18.0,1,1,False,False,True,False,False,False,True,False,False,False,4.306742249663978,0.0,0.0
386,0,3,1,1.0,8,0,False,False,True,False,False,False,False,True,False,False,3.8691155044168695,1.5811388300841898,1.4142135623730951
387,1,2,0,36.0,1,1,False,False,True,False,False,False,True,False,False,False,2.6390573296152584,0.0,0.0
388,0,3,1,29.869351032448375,1,1,False,True,False,False,False,False,False,True,False,False,2.1666737276227077,0.0,0.0
389,1,2,0,17.0,1,1,True,False,False,False,False,False,True,False,False,False,2.5649493574615367,0.0,0.0
390,1,1,1,36.0,4,0,False,False,True,False,True,False,False,False,False,False,4.306742249663978,1.0,1.4142135623730951
391,1,3,1,21.0,1,1,False,False,True,False,False,False,False,True,False,False,2.174274334826008,0.0,0.0
392,0,3,1,28.0,3,0,False,False,True,False,False,False,False,False,True,False,2.188856327665703,1.4142135623730951,0.0
393,1,1,0,23.0,2,0,True,False,False,False,False,False,True,False,False,False,4.306742249663978,1.0,0.0
394,1,3,0,24.0,3,0,False,False,True,False,False,False,False,False,False,True,2.8735646395797834,0.0,1.4142135623730951
395,0,3,1,22.0,1,1,False,False,True,False,False,False,False,False,True,False,2.174274334826008,0.0,0.0
396,0,3,0,31.0,1,1,False,False,True,False,False,False,False,False,True,False,2.180891922715322,0.0,0.0
397,0,2,1,46.0,1,1,False,False,True,False,False,False,True,False,False,False,3.295836866004329,0.0,0.0
398,0,2,1,23.0,1,1,False,False,True,False,False,False,False,True,False,False,2.4423470353692043,0.0,0.0
399,1,2,0,28.0,1,1,False,False,True,False,False,False,True,False,False,False,2.613739521630969,0.0,0.0
400,1,3,1,39.0,1,1,False,False,True,False,False,False,False,True,False,False,2.188856327665703,0.0,0.0
401,0,3,1,26.0,1,1,False,False,True,False,False,False,False,False,True,False,2.2027647577118348,0.0,0.0
402,0,3,0,21.0,2,0,False,False,True,False,False,False,False,True,False,False,2.3818582738885534,1.0,0.0
403,0,3,1,28.0,2,0,False,False,True,False,False,False,False,False,True,False,2.8243506567983707,1.0,0.0
404,0,3,0,20.0,1,1,False,False,True,False,False,False,False,False,True,False,2.2682524139135403,0.0,0.0
405,0,2,1,34.0,2,0,False,False,True,False,False,False,False,True,False,False,3.091042453358316,1.0,0.0
406,0,3,1,51.0,1,1,False,False,True,False,False,False,False,False,True,False,2.169053700369523,0.0,0.0
407,1,2,1,3.0,3,0,False,False,True,False,False,False,False,True,False,False,2.9831534913471307,1.0,1.0
408,0,3,1,21.0,1,1,False,False,True,False,False,False,False,False,False,True,2.1719067693519296,0.0,0.0
411,0,3,1,29.869351032448375,1,1,False,True,False,False,False,False,False,False,False,True,2.061570298060867,0.0,0.0
412,1,1,0,33.0,2,0,False,True,False,False,False,True,False,False,False,False,4.306742249663978,1.0,0.0
414,1,3,1,44.0,1,1,False,False,True,False,False,False,False,False,False,True,2.188856327665703,0.0,0.0
415,0,3,0,29.869351032448375,1,1,False,False,True,False,False,False,False,False,False,True,2.2027647577118348,0.0,0.0
416,1,2,0,34.0,3,0,False,False,True,False,False,False,False,True,False,False,3.5115454388310208,1.0,1.0
417,1,2,0,18.0,3,0,False,False,True,False,False,False,True,False,False,False,2.6390573296152584,0.0,1.4142135623730951
419,0,3,0,10.0,3,0,False,False,True,False,False,False,False,True,False,False,3.224857896545748,0.0,1.4142135623730951
421,0,3,1,21.0,1,1,False,True,False,False,False,False,False,False,True,False,2.167143305297764,0.0,0.0
422,0,3,1,29.0,1,1,False,False,True,False,False,False,False,True,False,False,2.1832383353614797,0.0,0.0
423,0,3,0,28.0,3,0,False,False,True,False,False,False,False,True,False,False,2.7343675094195836,1.0,1.0
424,0,3,1,18.0,3,0,False,False,True,False,False,False,False,False,False,True,3.0545906305603445,1.0,1.0
426,1,2,0,28.0,2,0,False,False,True,False,False,False,True,False,False,False,3.295836866004329,1.0,0.0
427,1,2,0,19.0,1,1,False,False,True,False,False,False,False,True,False,False,3.295836866004329,0.0,0.0
429,1,3,1,32.0,1,1,False,False,True,False,False,False,False,True,False,False,2.2027647577118348,0.0,0.0
430,1,1,1,28.0,1,1,False,False,True,False,False,True,False,False,False,False,3.3160025355989236,0.0,0.0
432,1,2,0,42.0,2,0,False,False,True,False,False,False,True,False,False,False,3.295836866004329,1.0,0.0
433,0,3,1,17.0,1,1,False,False,True,False,False,False,False,True,False,False,2.094945728215801,0.0,0.0
434,0,1,1,50.0,2,0,False,False,True,False,False,False,False,True,False,False,4.041295341132285,1.0,0.0
435,1,1,0,14.0,4,0,False,False,True,False,True,False,False,False,False,False,4.306742249663978,1.0,1.4142135623730951
436,0,3,0,21.0,5,0,False,False,True,False,False,False,False,False,False,True,3.5660053559634015,1.4142135623730951,1.4142135623730951
437,1,2,0,24.0,6,0,False,False,True,False,False,False,False,True,False,False,2.9831534913471307,1.4142135623730951,1.5811388300841898
438,0,1,1,57.0,6,0,False,False,True,False,False,True,False,False,False,False,4.306742249663978,1.0,1.5811388300841898
439,0,2,1,31.0,1,1,False,False,True,False,False,False,True,False,False,False,2.4423470353692043,0.0,0.0
440,1,2,0,45.0,3,0,False,False,True,False,False,False,True,False,False,False,3.305053521109253,1.0,1.0
441,0,3,1,20.0,1,1,False,False,True,False,False,False,False,False,False,True,2.3513752571634776,0.0,0.0
442,0,3,1,25.0,2,0,False,False,True,False,False,False,False,True,False,False,2.1719067693519296,1.0,0.0
443,1,2,0,28.0,1,1,False,False,True,False,False,False,True,False,False,False,2.6390573296152584,0.0,0.0
444,1,3,1,29.869351032448375,1,1,False,False,True,False,False,False,False,True,False,False,2.2096470973347766,0.0,0.0
445,1,1,1,4.0,3,0,False,False,True,True,False,False,False,False,False,False,4.306742249663978,0.0,1.4142135623730951
446,1,2,0,13.0,2,0,False,False,True,False,False,False,True,False,False,False,3.0204248861443626,0.0,1.0
447,1,1,1,34.0,1,1,False,False,True,False,False,True,False,False,False,False,3.3160025355989236,0.0,0.0
448,1,3,0,5.0,4,0,True,False,False,False,False,False,False,True,False,False,3.0085645861193133,1.4142135623730951,1.0
449,1,1,1,52.0,1,1,False,False,True,False,False,True,False,False,False,False,3.449987545831587,0.0,0.0
450,0,2,1,36.0,4,0,False,False,True,False,False,False,False,True,False,False,3.3586377672433594,1.0,1.4142135623730951
451,0,3,1,29.869351032448375,2,0,False,False,True,False,False,False,False,True,False,False,3.0429354648621407,1.0,0.0
452,0,1,1,30.0,1,1,True,False,False,False,False,True,False,False,False,False,3.3586377672433594,0.0,0.0
453,1,1,1,49.0,2,0,True,False,False,False,False,True,False,False,False,False,4.306742249663978,1.0,0.0
455,1,3,1,29.0,1,1,True,False,False,False,False,False,False,False,False,True,2.1855792552411137,0.0,0.0
456,0,1,1,57.0,1,1,False,False,True,False,False,False,False,True,False,False,3.3160025355989236,0.0,0.0
457,1,1,0,29.869351032448375,2,0,False,False,True,False,False,False,True,False,False,False,3.967694202798607,1.0,0.0
458,1,2,0,50.0,1,1,False,False,True,False,False,False,True,False,False,False,2.4423470353692043,0.0,0.0
460,1,1,1,48.0,1,1,False,False,True,False,False,False,False,True,False,False,3.3160025355989236,0.0,0.0
461,0,3,1,34.0,1,1,False,False,True,False,False,False,False,False,False,True,2.2027647577118348,0.0,0.0
462,0,1,1,47.0,1,1,False,False,True,False,False,False,False,True,False,False,3.676300671907076,0.0,0.0
463,0,2,1,48.0,1,1,False,False,True,False,False,False,True,False,False,False,2.6390573296152584,0.0,0.0
465,0,3,1,38.0,1,1,False,False,True,False,False,False,False,False,False,True,2.085672091430472,0.0,0.0
467,0,1,1,56.0,1,1,False,False,True,True,False,False,False,False,False,False,3.3160025355989236,0.0,0.0
468,0,3,1,29.869351032448375,1,1,False,True,False,False,False,False,False,False,True,False,2.1661924680884908,0.0,0.0
469,1,3,0,1.0,4,0,True,False,False,False,False,False,False,False,False,True,3.0085645861193133,1.4142135623730951,1.0
471,0,3,1,38.0,1,1,False,False,True,False,False,False,False,False,False,True,2.2682524139135403,0.0,0.0
472,1,2,0,33.0,4,0,False,False,True,False,False,False,False,True,False,False,3.3586377672433594,1.0,1.4142135623730951
473,1,2,0,23.0,1,1,True,False,False,False,False,False,True,False,False,False,2.694066212646058,0.0,0.0
474,0,3,0,22.0,1,1,False,False,True,False,False,False,False,False,True,False,2.3830123421066602,0.0,0.0
475,0,1,1,29.869351032448375,1,1,False,False,True,True,False,False,False,False,False,False,3.970291913552122,0.0,0.0
477,0,3,1,29.0,2,0,False,False,True,False,False,False,False,True,False,False,2.0851502161468174,1.0,0.0
478,0,3,1,22.0,1,1,False,False,True,False,False,False,False,False,False,True,2.142510233146819,0.0,0.0
479,1,3,0,2.0,2,0,False,False,True,False,False,False,False,False,False,True,2.586823743668066,0.0,1.0
480,0,3,1,9.0,8,0,False,False,True,False,False,False,False,False,True,False,3.8691155044168695,1.5811388300841898,1.4142135623730951
482,0,3,1,50.0,1,1,False,False,True,False,False,False,False,True,False,False,2.2027647577118348,0.0,0.0
483,1,3,0,57.0,1,1,False,False,True,False,False,False,False,False,True,False,2.3596740599781727,0.0,0.0
484,1,1,1,25.0,2,0,True,False,False,False,True,False,False,False,False,False,4.306742249663978,1.0,0.0
486,1,1,0,35.0,2,0,False,False,True,False,False,True,False,False,False,False,4.306742249663978,1.0,0.0
487,0,1,1,57.0,1,1,True,False,False,False,True,False,False,False,False,False,3.4242626545931514,0.0,0.0
489,1,3,1,9.0,3,0,False,False,True,False,False,False,False,False,True,False,2.827313621929028,1.0,1.0
491,0,3,1,21.0,1,1,False,False,True,False,False,False,False,True,False,False,2.1102132003465894,0.0,0.0
492,0,1,1,55.0,1,1,False,False,True,False,False,True,False,False,False,False,3.449987545831587,0.0,0.0
493,0,1,1,57.0,1,1,True,False,False,False,False,True,False,False,False,False,3.922056501139853,0.0,0.0
495,0,3,1,29.869351032448375,1,1,True,False,False,False,False,False,False,False,False,True,2.738146075922933,0.0,0.0
496,1,1,0,54.0,2,0,True,False,False,False,False,False,True,False,False,False,4.306742249663978,1.0,0.0
497,0,3,1,29.869351032448375,1,1,False,False,True,False,False,False,False,False,True,False,2.7788192719904172,0.0,0.0
498,0,1,0,25.0,4,0,False,False,True,False,False,True,False,False,False,False,4.306742249663978,1.0,1.4142135623730951
499,0,3,1,24.0,1,1,False,False,True,False,False,False,False,False,True,False,2.174274334826008,0.0,0.0
501,0,3,0,21.0,1,1,False,True,False,False,False,False,False,False,True,False,2.169053700369523,0.0,0.0
502,0,3,0,29.869351032448375,1,1,False,True,False,False,False,False,False,True,False,False,2.155151800914312,0.0,0.0
503,0,3,0,37.0,1,1,False,False,True,False,False,False,False,True,False,False,2.3596740599781727,0.0,0.0
504,1,1,0,16.0,1,1,False,False,True,False,True,False,False,False,False,False,4.306742249663978,0.0,0.0
505,0,1,1,18.0,2,0,True,False,False,False,False,True,False,False,False,False,4.306742249663978,1.0,0.0
506,1,2,0,33.0,3,0,False,False,True,False,False,False,False,True,False,False,3.295836866004329,0.0,1.4142135623730951
507,1,1,1,29.869351032448375,1,1,False,False,True,False,False,True,False,False,False,False,3.3160025355989236,0.0,0.0
508,0,3,1,28.0,1,1,False,False,True,False,False,False,False,False,False,True,3.1580636854714434,0.0,0.0
509,1,3,1,26.0,1,1,False,False,True,False,False,False,False,True,False,False,4.05171190165724,0.0,0.0
510,1,3,1,29.0,1,1,False,True,False,False,False,False,False,True,False,False,2.169053700369523,0.0,0.0
512,1,1,1,36.0,1,1,False,False,True,False,False,False,False,True,False,False,3.3064287218760624,0.0,0.0
513,1,1,0,54.0,2,0,True,False,False,False,False,True,False,False,False,False,4.100989104940769,1.0,0.0
514,0,3,1,24.0,1,1,False,False,True,False,False,False,False,True,False,False,2.139571923732859,0.0,0.0
515,0,1,1,47.0,1,1,False,False,True,False,False,False,True,False,False,False,3.5559421706858756,0.0,0.0
516,1,2,0,34.0,1,1,False,False,True,False,False,False,False,False,True,False,2.4423470353692043,0.0,0.0
517,0,3,1,29.869351032448375,1,1,False,True,False,False,False,False,False,False,False,True,3.224857896545748,0.0,0.0
518,1,2,0,36.0,2,0,False,False,True,False,False,False,False,True,False,False,3.295836866004329,1.0,0.0
519,0,3,1,32.0,1,1,False,False,True,False,False,False,False,True,False,False,2.1855792552411137,0.0,0.0
520,1,1,0,30.0,1,1,False,False,True,False,True,False,False,False,False,False,4.306742249663978,0.0,0.0
523,1,1,0,44.0,2,0,True,False,False,False,True,False,False,False,False,False,4.077184839375167,0.0,1.0
524,0,3,1,29.869351032448375,1,1,True,False,False,False,False,False,False,False,True,False,2.1076888046179385,0.0,0.0
525,0,3,1,40.5,1,1,False,True,False,False,False,False,False,True,False,False,2.169053700369523,0.0,0.0
527,0,1,1,29.869351032448375,1,1,False,False,True,False,False,True,False,False,False,False,4.306742249663978,0.0,0.0
528,0,3,1,39.0,1,1,False,False,True,False,False,False,False,True,False,False,2.188856327665703,0.0,0.0
529,0,2,1,23.0,4,0,False,False,True,False,False,False,False,True,False,False,2.5257286443082556,1.4142135623730951,1.0
530,1,2,0,2.0,3,0,False,False,True,False,False,False,False,True,False,False,3.295836866004329,1.0,1.0
532,0,3,1,17.0,3,0,True,False,False,False,False,False,False,True,False,False,2.1076888046179385,1.0,1.0
533,1,3,0,29.869351032448375,3,0,True,False,False,False,False,False,False,False,True,False,3.1509523813392697,0.0,1.4142135623730951
534,0,3,0,30.0,1,1,False,False,True,False,False,False,False,False,False,True,2.2682524139135403,0.0,0.0
535,1,2,0,7.0,3,0,False,False,True,False,False,False,False,True,False,False,3.305053521109253,0.0,1.4142135623730951
536,0,1,1,45.0,1,1,False,False,True,False,True,False,False,False,False,False,3.3160025355989236,0.0,0.0
537,1,1,0,30.0,1,1,True,False,False,False,False,True,False,False,False,False,4.306742249663978,0.0,0.0
538,0,3,1,29.869351032448375,1,1,False,False,True,False,False,False,False,False,False,True,2.740840023925201,0.0,0.0
539,1,1,0,22.0,3,0,True,False,False,False,True,False,False,False,False,False,3.9219733362813143,0.0,1.4142135623730951
540,1,1,0,36.0,3,0,False,False,True,False,True,False,False,False,False,False,4.276666119016055,0.0,1.4142135623730951
541,0,3,0,9.0,7,0,False,False,True,False,False,False,False,False,False,True,3.4742929367327062,1.5811388300841898,1.4142135623730951
542,0,3,0,11.0,7,0,False,False,True,False,False,False,False,True,False,False,3.4742929367327062,1.5811388300841898,1.4142135623730951
543,1,2,1,32.0,2,0,False,False,True,False,False,False,False,True,False,False,3.295836866004329,1.0,0.0
544,0,1,1,50.0,2,0,True,False,False,False,False,True,False,False,False,False,4.306742249663978,1.0,0.0
545,0,1,1,57.0,1,1,False,False,True,False,False,True,False,False,False,False,3.295836866004329,0.0,0.0
546,1,2,0,19.0,2,0,False,False,True,False,False,False,True,False,False,False,3.295836866004329,1.0,0.0
547,1,2,1,29.869351032448375,1,1,True,False,False,False,False,False,True,False,False,False,2.6988412620169004,0.0,0.0
548,0,3,1,33.0,3,0,False,False,True,False,False,False,False,False,True,False,3.0692150503137943,1.0,1.0
549,1,2,1,8.0,3,0,False,False,True,False,False,False,True,False,False,False,3.6309854756950335,1.0,1.0
550,1,1,1,17.0,3,0,True,False,False,False,False,True,False,False,False,False,4.306742249663978,0.0,1.4142135623730951
551,0,2,1,27.0,1,1,False,False,True,False,False,False,True,False,False,False,3.295836866004329,0.0,0.0
552,0,3,1,29.869351032448375,1,1,False,True,False,False,False,False,False,False,False,True,2.17806441028492,0.0,0.0
553,1,3,1,22.0,1,1,True,False,False,False,False,False,False,False,False,True,2.1071782966514356,0.0,0.0
554,1,3,0,22.0,1,1,False,False,True,False,False,False,False,True,False,False,2.1719067693519296,0.0,0.0
555,0,1,1,57.0,1,1,False,False,True,False,True,False,False,False,False,False,3.3160025355989236,0.0,0.0
556,1,1,0,48.0,2,0,True,False,False,True,False,False,False,False,False,False,3.703768066607687,1.0,0.0
557,0,1,1,29.869351032448375,1,1,True,False,False,False,True,False,False,False,False,False,4.306742249663978,0.0,0.0
558,1,1,0,39.0,3,0,False,False,True,False,False,False,False,True,False,False,4.306742249663978,1.0,1.0
559,1,3,0,36.0,2,0,False,False,True,False,False,False,False,False,False,True,2.91235066461494,1.0,0.0
561,0,3,1,40.0,1,1,False,False,True,False,False,False,False,True,False,False,2.1855792552411137,0.0,0.0
562,0,2,1,28.0,1,1,False,False,True,False,False,False,False,True,False,False,2.6741486494265287,0.0,0.0
565,0,3,1,24.0,3,0,False,False,True,False,False,False,False,True,False,False,3.224857896545748,1.4142135623730951,0.0
566,0,3,1,19.0,1,1,False,False,True,False,False,False,False,False,False,True,2.1855792552411137,0.0,0.0
567,0,3,0,29.0,5,0,False,False,True,False,False,False,False,False,False,True,3.0944457464900235,0.0,1.5811388300841898
569,1,3,1,32.0,1,1,False,False,True,False,False,False,False,False,True,False,2.180891922715322,0.0,0.0
570,1,2,1,57.0,1,1,False,False,True,False,False,False,False,True,False,False,2.4423470353692043,0.0,0.0
