,survived,pclass,sex,age,sibsp,parch,fare,FamilySize,isAlone,embarked_C,embarked_Q,embarked_S,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G
330,1,3,0,29.869351032448375,2,0,23.25,3,0,False,True,False,False,False,False,False,False,True,False
331,0,1,1,45.5,0,0,28.5,1,1,False,False,True,False,False,True,False,False,False,False
332,0,1,1,38.0,0,1,153.4625,2,0,False,False,True,False,False,True,False,False,False,False
333,0,3,1,16.0,2,0,18.0,3,0,False,False,True,False,False,False,False,True,False,False
334,1,1,0,29.869351032448375,1,0,133.65,2,0,False,False,True,True,False,False,False,False,False,False
336,0,1,1,29.0,1,0,66.6,2,0,False,False,True,False,False,True,False,False,False,False
337,1,1,0,41.0,0,0,134.5,1,1,True,False,False,False,False,False,False,True,False,False
338,1,3,1,45.0,0,0,8.05,1,1,False,False,True,False,False,False,False,True,False,False
339,0,1,1,45.0,0,0,35.5,1,1,False,False,True,False,False,True,False,False,False,False
340,1,2,1,2.0,1,1,26.0,3,0,False,False,True,False,False,False,False,False,True,False
341,1,1,0,24.0,3,2,263.0,6,0,False,False,True,False,False,True,False,False,False,False
342,0,2,1,28.0,0,0,13.0,1,1,False,False,True,False,False,False,False,True,False,False
344,0,2,1,36.0,0,0,13.0,1,1,False,False,True,False,False,False,False,True,False,False
345,1,2,0,24.0,0,0,13.0,1,1,False,False,True,False,False,False,False,False,True,False
346,1,2,0,40.0,0,0,13.0,1,1,False,False,True,False,False,False,False,True,False,False
347,1,3,0,29.869351032448375,1,0,16.1,2,0,False,False,True,False,False,False,False,False,True,False
348,1,3,1,3.0,1,1,15.9,3,0,False,False,True,False,False,False,False,False,True,False
349,0,3,1,42.0,0,0,8.6625,1,1,False,False,True,False,False,False,False,False,False,True
350,0,3,1,23.0,0,0,9.225,1,1,False,False,True,False,False,False,False,True,False,False
351,0,1,1,29.869351032448375,0,0,35.0,1,1,False,False,True,False,False,True,False,False,False,False
352,0,3,1,15.0,1,1,7.2292,3,0,True,False,False,False,False,False,False,False,False,True
353,0,3,1,25.0,1,0,17.8,2,0,False,False,True,False,False,False,False,False,False,True
356,1,1,0,22.0,0,1,55.0,2,0,False,False,True,False,False,False,False,True,False,False
357,0,2,0,38.0,0,0,13.0,1,1,False,False,True,False,False,False,True,False,False,False
360,0,3,1,40.0,1,4,27.9,6,0,False,False,True,False,False,False,False,True,False,False
361,0,2,1,29.0,1,0,27.7208,2,0,True,False,False,False,False,False,False,True,False,False
362,0,3,0,45.0,0,1,14.4542,2,0,True,False,False,False,False,False,False,False,False,True
363,0,3,1,35.0,0,0,7.05,1,1,False,False,True,False,False,False,False,False,True,False
365,0,3,1,30.0,0,0,7.25,1,1,False,False,True,False,False,False,False,True,False,False
366,1,1,0,60.0,1,0,75.25,2,0,True,False,False,False,False,False,True,False,False,False
367,1,3,0,29.869351032448375,0,0,7.2292,1,1,True,False,False,False,False,False,False,True,False,False
369,1,1,0,24.0,0,0,69.3,1,1,True,False,False,False,True,False,False,False,False,False
370,1,1,1,25.0,1,0,55.4417,2,0,True,False,False,False,False,False,False,True,False,False
371,0,3,1,18.0,1,0,6.4958,2,0,False,False,True,False,False,False,False,True,False,False
372,0,3,1,19.0,0,0,8.05,1,1,False,False,True,False,False,False,False,True,False,False
373,0,1,1,22.0,0,0,135.6333,1,1,True,False,False,False,False,True,False,False,False,False
374,0,3,0,3.0,3,1,21.075,5,0,False,False,True,False,False,False,False,False,True,False
375,1,1,0,29.869351032448375,1,0,82.1708,2,0,True,False,False,True,False,False,False,False,False,False
376,1,3,0,22.0,0,0,7.25,1,1,False,False,True,False,False,False,False,False,True,False
377,0,1,1,27.0,0,2,211.5,3,0,True,False,False,False,False,True,False,False,False,False
378,0,3,1,20.0,0,0,4.0125,1,1,True,False,False,False,False,False,False,True,False,False
379,0,3,1,19.0,0,0,7.775,1,1,False,False,True,False,False,False,False,False,True,False
380,1,1,0,42.0,0,0,227.525,1,1,True,False,False,False,True,False,False,False,False,False
381,1,3,0,1.0,0,2,15.7417,3,0,True,False,False,False,False,False,False,True,False,False
382,0,3,1,32.0,0,0,7.925,1,1,False,False,True,False,False,False,False,True,False,False
383,1,1,0,35.0,1,0,52.0,2,0,False,False,True,False,True,False,False,False,False,False
385,0,2,1,18.0,0,0,73.5,1,1,False,False,True,False,False,False,True,False,False,False
386,0,3,1,1.0,5,2,46.9,8,0,False,False,True,False,False,False,False,True,False,False
387,1,2,0,36.0,0,0,13.0,1,1,False,False,True,False,False,False,True,False,False,False
388,0,3,1,29.869351032448375,0,0,7.7292,1,1,False,True,False,False,False,False,False,True,False,False
389,1,2,0,17.0,0,0,12.0,1,1,True,False,False,False,False,False,True,False,False,False
390,1,1,1,36.0,1,2,120.0,4,0,False,False,True,False,True,False,False,False,False,False
391,1,3,1,21.0,0,0,7.7958,1,1,False,False,True,False,False,False,False,True,False,False
392,0,3,1,28.0,2,0,7.925,3,0,False,False,True,False,False,False,False,False,True,False
393,1,1,0,23.0,1,0,113.275,2,0,True,False,False,False,False,False,True,False,False,False
394,1,3,0,24.0,0,2,16.7,3,0,False,False,True,False,False,False,False,False,False,True
395,0,3,1,22.0,0,0,7.7958,1,1,False,False,True,False,False,False,False,False,True,False
396,0,3,0,31.0,0,0,7.8542,1,1,False,False,True,False,False,False,False,False,True,False
397,0,2,1,46.0,0,0,26.0,1,1,False,False,True,False,False,False,True,False,False,False
398,0,2,1,23.0,0,0,10.5,1,1,False,False,True,False,False,False,False,True,False,False
399,1,2,0,28.0,0,0,12.65,1,1,False,False,True,False,False,False,True,False,False,False
400,1,3,1,39.0,0,0,7.925,1,1,False,False,True,False,False,False,False,True,False,False
401,0,3,1,26.0,0,0,8.05,1,1,False,False,True,False,False,False,False,False,True,False
402,0,3,0,21.0,1,0,9.825,2,0,False,False,True,False,False,False,False,True,False,False
403,0,3,1,28.0,1,0,15.85,2,0,False,False,True,False,False,False,False,False,True,False
404,0,3,0,20.0,0,0,8.6625,1,1,False,False,True,False,False,False,False,False,True,False
405,0,2,1,34.0,1,0,21.0,2,0,False,False,True,False,False,False,False,True,False,False
406,0,3,1,51.0,0,0,7.75,1,1,False,False,True,False,False,False,False,False,True,False
407,1,2,1,3.0,1,1,18.75,3,0,False,False,True,False,False,False,False,True,False,False
408,0,3,1,21.0,0,0,7.775,1,1,False,False,True,False,False,False,False,False,False,True
411,0,3,1,29.869351032448375,0,0,6.8583,1,1,False,True,False,False,False,False,False,False,False,True
412,1,1,0,33.0,1,0,90.0,2,0,False,True,False,False,False,True,False,False,False,False
414,1,3,1,44.0,0,0,7.925,1,1,False,False,True,False,False,False,False,False,False,True
415,0,3,0,29.869351032448375,0,0,8.05,1,1,False,False,True,False,False,False,False,False,False,True
416,1,2,0,34.0,1,1,32.5,3,0,False,False,True,False,False,False,False,True,False,False
417,1,2,0,18.0,0,2,13.0,3,0,False,False,True,False,False,False,True,False,False,False
419,0,3,0,10.0,0,2,24.15,3,0,False,False,True,False,False,False,False,True,False,False
421,0,3,1,21.0,0,0,7.7333,1,1,False,True,False,False,False,False,False,False,True,False
422,0,3,1,29.0,0,0,7.875,1,1,False,False,True,False,False,False,False,True,False,False
423,0,3,0,28.0,1,1,14.4,3,0,False,False,True,False,False,False,False,True,False,False
424,0,3,1,18.0,1,1,20.2125,3,0,False,False,True,False,False,False,False,False,False,True
426,1,2,0,28.0,1,0,26.0,2,0,False,False,True,False,False,False,True,False,False,False
427,1,2,0,19.0,0,0,26.0,1,1,False,False,True,False,False,False,False,True,False,False
429,1,3,1,32.0,0,0,8.05,1,1,False,False,True,False,False,False,False,True,False,False
430,1,1,1,28.0,0,0,26.55,1,1,False,False,True,False,False,True,False,False,False,False
432,1,2,0,42.0,1,0,26.0,2,0,False,False,True,False,False,False,True,False,False,False
433,0,3,1,17.0,0,0,7.125,1,1,False,False,True,False,False,False,False,True,False,False
434,0,1,1,50.0,1,0,55.9,2,0,False,False,True,False,False,False,False,True,False,False
435,1,1,0,14.0,1,2,120.0,4,0,False,False,True,False,True,False,False,False,False,False
436,0,3,0,21.0,2,2,34.375,5,0,False,False,True,False,False,False,False,False,False,True
437,1,2,0,24.0,2,3,18.75,6,0,False,False,True,False,False,False,False,True,False,False
438,0,1,1,64.0,1,4,263.0,6,0,False,False,True,False,False,True,False,False,False,False
439,0,2,1,31.0,0,0,10.5,1,1,False,False,True,False,False,False,True,False,False,False
440,1,2,0,45.0,1,1,26.25,3,0,False,False,True,False,False,False,True,False,False,False
441,0,3,1,20.0,0,0,9.5,1,1,False,False,True,False,False,False,False,False,False,True
442,0,3,1,25.0,1,0,7.775,2,0,False,False,True,False,False,False,False,True,False,False
443,1,2,0,28.0,0,0,13.0,1,1,False,False,True,False,False,False,True,False,False,False
444,1,3,1,29.869351032448375,0,0,8.1125,1,1,False,False,True,False,False,False,False,True,False,False
445,1,1,1,4.0,0,2,81.8583,3,0,False,False,True,True,False,False,False,False,False,False
446,1,2,0,13.0,0,1,19.5,2,0,False,False,True,False,False,False,True,False,False,False
447,1,1,1,34.0,0,0,26.55,1,1,False,False,True,False,False,True,False,False,False,False
448,1,3,0,5.0,2,1,19.2583,4,0,True,False,False,False,False,False,False,True,False,False
449,1,1,1,52.0,0,0,30.5,1,1,False,False,True,False,False,True,False,False,False,False
450,0,2,1,36.0,1,2,27.75,4,0,False,False,True,False,False,False,False,True,False,False
451,0,3,1,29.869351032448375,1,0,19.9667,2,0,False,False,True,False,False,False,False,True,False,False
452,0,1,1,30.0,0,0,27.75,1,1,True,False,False,False,False,True,False,False,False,False
453,1,1,1,49.0,1,0,89.1042,2,0,True,False,False,False,False,True,False,False,False,False
455,1,3,1,29.0,0,0,7.8958,1,1,True,False,False,False,False,False,False,False,False,True
456,0,1,1,65.0,0,0,26.55,1,1,False,False,True,False,False,False,False,True,False,False
457,1,1,0,29.869351032448375,1,0,51.8625,2,0,False,False,True,False,False,False,True,False,False,False
458,1,2,0,50.0,0,0,10.5,1,1,False,False,True,False,False,False,True,False,False,False
460,1,1,1,48.0,0,0,26.55,1,1,False,False,True,False,False,False,False,True,False,False
461,0,3,1,34.0,0,0,8.05,1,1,False,False,True,False,False,False,False,False,False,True
462,0,1,1,47.0,0,0,38.5,1,1,False,False,True,False,False,False,False,True,False,False
463,0,2,1,48.0,0,0,13.0,1,1,False,False,True,False,False,False,True,False,False,False
465,0,3,1,38.0,0,0,7.05,1,1,False,False,True,False,False,False,False,False,False,True
467,0,1,1,56.0,0,0,26.55,1,1,False,False,True,True,False,False,False,False,False,False
468,0,3,1,29.869351032448375,0,0,7.725,1,1,False,True,False,False,False,False,False,False,True,False
469,1,3,0,0.75,2,1,19.2583,4,0,True,False,False,False,False,False,False,False,False,True
471,0,3,1,38.0,0,0,8.6625,1,1,False,False,True,False,False,False,False,False,False,True
472,1,2,0,33.0,1,2,27.75,4,0,False,False,True,False,False,False,False,True,False,False
473,1,2,0,23.0,0,0,13.7917,1,1,True,False,False,False,False,False,True,False,False,False
474,0,3,0,22.0,0,0,9.8375,1,1,False,False,True,False,False,False,False,False,True,False
475,0,1,1,29.869351032448375,0,0,52.0,1,1,False,False,True,True,False,False,False,False,False,False
477,0,3,1,29.0,1,0,7.0458,2,0,False,False,True,False,False,False,False,True,False,False
478,0,3,1,22.0,0,0,7.5208,1,1,False,False,True,False,False,False,False,False,False,True
479,1,3,0,2.0,0,1,12.2875,2,0,False,False,True,False,False,False,False,False,False,True
480,0,3,1,9.0,5,2,46.9,8,0,False,False,True,False,False,False,False,False,True,False
482,0,3,1,50.0,0,0,8.05,1,1,False,False,True,False,False,False,False,True,False,False
483,1,3,0,63.0,0,0,9.5875,1,1,False,False,True,False,False,False,False,False,True,False
484,1,1,1,25.0,1,0,91.0792,2,0,True,False,False,False,True,False,False,False,False,False
486,1,1,0,35.0,1,0,90.0,2,0,False,False,True,False,False,True,False,False,False,False
487,0,1,1,58.0,0,0,29.7,1,1,True,False,False,False,True,False,False,False,False,False
489,1,3,1,9.0,1,1,15.9,3,0,False,False,True,False,False,False,False,False,True,False
491,0,3,1,21.0,0,0,7.25,1,1,False,False,True,False,False,False,False,True,False,False
492,0,1,1,55.0,0,0,30.5,1,1,False,False,True,False,False,True,False,False,False,False
493,0,1,1,71.0,0,0,49.5042,1,1,True,False,False,False,False,True,False,False,False,False
495,0,3,1,29.869351032448375,0,0,14.4583,1,1,True,False,False,False,False,False,False,False,False,True
496,1,1,0,54.0,1,0,78.2667,2,0,True,False,False,False,False,False,True,False,False,False
497,0,3,1,29.869351032448375,0,0,15.1,1,1,False,False,True,False,False,False,False,False,True,False
498,0,1,0,25.0,1,2,151.55,4,0,False,False,True,False,False,True,False,False,False,False
499,0,3,1,24.0,0,0,7.7958,1,1,False,False,True,False,False,False,False,False,True,False
501,0,3,0,21.0,0,0,7.75,1,1,False,True,False,False,False,False,False,False,True,False
502,0,3,0,29.869351032448375,0,0,7.6292,1,1,False,True,False,False,False,False,False,True,False,False
503,0,3,0,37.0,0,0,9.5875,1,1,False,False,True,False,False,False,False,True,False,False
504,1,1,0,16.0,0,0,86.5,1,1,False,False,True,False,True,False,False,False,False,False
505,0,1,1,18.0,1,0,108.9,2,0,True,False,False,False,False,True,False,False,False,False
506,1,2,0,33.0,0,2,26.0,3,0,False,False,True,False,False,False,False,True,False,False
507,1,1,1,29.869351032448375,0,0,26.55,1,1,False,False,True,False,False,True,False,False,False,False
508,0,3,1,28.0,0,0,22.525,1,1,False,False,True,False,False,False,False,False,False,True
509,1,3,1,26.0,0,0,56.4958,1,1,False,False,True,False,False,False,False,True,False,False
510,1,3,1,29.0,0,0,7.75,1,1,False,True,False,False,False,False,False,True,False,False
512,1,1,1,36.0,0,0,26.2875,1,1,False,False,True,False,False,False,False,True,False,False
513,1,1,0,54.0,1,0,59.4,2,0,True,False,False,False,False,True,False,False,False,False
514,0,3,1,24.0,0,0,7.4958,1,1,False,False,True,False,False,False,False,True,False,False
515,0,1,1,47.0,0,0,34.0208,1,1,False,False,True,False,False,False,True,False,False,False
516,1,2,0,34.0,0,0,10.5,1,1,False,False,True,False,False,False,False,False,True,False
517,0,3,1,29.869351032448375,0,0,24.15,1,1,False,True,False,False,False,False,False,False,False,True
518,1,2,0,36.0,1,0,26.0,2,0,False,False,True,False,False,False,False,True,False,False
519,0,3,1,32.0,0,0,7.8958,1,1,False,False,True,False,False,False,False,True,False,False
520,1,1,0,30.0,0,0,93.5,1,1,False,False,True,False,True,False,False,False,False,False
523,1,1,0,44.0,0,1,57.9792,2,0,True,False,False,False,True,False,False,False,False,False
524,0,3,1,29.869351032448375,0,0,7.2292,1,1,True,False,False,False,False,False,False,False,True,False
525,0,3,1,40.5,0,0,7.75,1,1,False,True,False,False,False,False,False,True,False,False
527,0,1,1,29.869351032448375,0,0,221.7792,1,1,False,False,True,False,False,True,False,False,False,False
528,0,3,1,39.0,0,0,7.925,1,1,False,False,True,False,False,False,False,True,False,False
529,0,2,1,23.0,2,1,11.5,4,0,False,False,True,False,False,False,False,True,False,False
530,1,2,0,2.0,1,1,26.0,3,0,False,False,True,False,False,False,False,True,False,False
532,0,3,1,17.0,1,1,7.2292,3,0,True,False,False,False,False,False,False,True,False,False
533,1,3,0,29.869351032448375,0,2,22.3583,3,0,True,False,False,False,False,False,False,False,True,False
534,0,3,0,30.0,0,0,8.6625,1,1,False,False,True,False,False,False,False,False,False,True
535,1,2,0,7.0,0,2,26.25,3,0,False,False,True,False,False,False,False,True,False,False
536,0,1,1,45.0,0,0,26.55,1,1,False,False,True,False,True,False,False,False,False,False
537,1,1,0,30.0,0,0,106.425,1,1,True,False,False,False,False,True,False,False,False,False
538,0,3,1,29.869351032448375,0,0,14.5,1,1,False,False,True,False,False,False,False,False,False,True
539,1,1,0,22.0,0,2,49.5,3,0,True,False,False,False,True,False,False,False,False,False
540,1,1,0,36.0,0,2,71.0,3,0,False,False,True,False,True,False,False,False,False,False
541,0,3,0,9.0,4,2,31.275,7,0,False,False,True,False,False,False,False,False,False,True
542,0,3,0,11.0,4,2,31.275,7,0,False,False,True,False,False,False,False,True,False,False
543,1,2,1,32.0,1,0,26.0,2,0,False,False,True,False,False,False,False,True,False,False
544,0,1,1,50.0,1,0,106.425,2,0,True,False,False,False,False,True,False,False,False,False
545,0,1,1,64.0,0,0,26.0,1,1,False,False,True,False,False,True,False,False,False,False
546,1,2,0,19.0,1,0,26.0,2,0,False,False,True,False,False,False,True,False,False,False
547,1,2,1,29.869351032448375,0,0,13.8625,1,1,True,False,False,False,False,False,True,False,False,False
548,0,3,1,33.0,1,1,20.525,3,0,False,False,True,False,False,False,False,False,True,False
549,1,2,1,8.0,1,1,36.75,3,0,False,False,True,False,False,False,True,False,False,False
550,1,1,1,17.0,0,2,110.8833,3,0,True,False,False,False,False,True,False,False,False,False
551,0,2,1,27.0,0,0,26.0,1,1,False,False,True,False,False,False,True,False,False,False
552,0,3,1,29.869351032448375,0,0,7.8292,1,1,False,True,False,False,False,False,False,False,False,True
553,1,3,1,22.0,0,0,7.225,1,1,True,False,False,False,False,False,False,False,False,True
554,1,3,0,22.0,0,0,7.775,1,1,False,False,True,False,False,False,False,True,False,False
555,0,1,1,62.0,0,0,26.55,1,1,False,False,True,False,True,False,False,False,False,False
556,1,1,0,48.0,1,0,39.6,2,0,True,False,False,True,False,False,False,False,False,False
557,0,1,1,29.869351032448375,0,0,227.525,1,1,True,False,False,False,True,False,False,False,False,False
558,1,1,0,39.0,1,1,79.65,3,0,False,False,True,False,False,False,False,True,False,False
559,1,3,0,36.0,1,0,17.4,2,0,False,False,True,False,False,False,False,False,False,True
561,0,3,1,40.0,0,0,7.8958,1,1,False,False,True,False,False,False,False,True,False,False
562,0,2,1,28.0,0,0,13.5,1,1,False,False,True,False,False,False,False,True,False,False
565,0,3,1,24.0,2,0,24.15,3,0,False,False,True,False,False,False,False,True,False,False
566,0,3,1,19.0,0,0,7.8958,1,1,False,False,True,False,False,False,False,False,False,True
567,0,3,0,29.0,0,4,21.075,5,0,False,False,True,False,False,False,False,False,False,True
569,1,3,1,32.0,0,0,7.8542,1,1,False,False,True,False,False,False,False,False,True,False
570,1,2,1,62.0,0,0,10.5,1,1,False,False,True,False,False,False,False,True,False,False
571,1,1,0,53.0,2,0,51.4792,3,0,False,False,True,False,False,True,False,False,False,False
572,1,1,1,36.0,0,0,26.3875,1,1,False,False,True,False,False,False,False,True,False,False
574,0,3,1,16.0,0,0,8.05,1,1,False,False,True,False,False,False,False,False,True,False
575,0,3,1,19.0,0,0,14.5,1,1,False,False,True,False,False,False,False,True,False,False
576,1,2,0,34.0,0,0,13.0,1,1,False,False,True,False,False,False,True,False,False,False
577,1,1,0,39.0,1,0,55.9,2,0,False,False,True,False,False,False,False,True,False,False
578,0,3,0,29.869351032448375,1,0,14.4583,2,0,True,False,False,False,False,False,False,False,False,True
579,1,3,1,32.0,0,0,7.925,1,1,False,False,True,False,False,False,False,False,True,False
580,1,2,0,25.0,1,1,30.0,3,0,False,False,True,False,False,False,False,True,False,False
581,1,1,0,39.0,1,1,110.8833,3,0,True,False,False,False,False,True,False,False,False,False
582,0,2,1,54.0,0,0,26.0,1,1,False,False,True,False,False,False,True,False,False,False
583,0,1,1,36.0,0,0,40.125,1,1,True,False,False,True,False,False,False,False,False,False
584,0,3,1,29.869351032448375,0,0,8.7125,1,1,True,False,False,False,False,False,False,True,False,False
585,1,1,0,18.0,0,2,79.65,3,0,False,False,True,False,False,False,False,True,False,False
586,0,2,1,47.0,0,0,15.0,1,1,False,False,True,False,False,False,False,True,False,False
587,1,1,1,60.0,1,1,79.2,3,0,True,False,False,False,True,False,False,False,False,False
590,0,3,1,35.0,0,0,7.125,1,1,False,False,True,False,False,False,False,True,False,False
591,1,1,0,52.0,1,0,78.2667,2,0,True,False,False,False,False,False,True,False,False,False
592,0,3,1,47.0,0,0,7.25,1,1,False,False,True,False,False,False,False,False,False,True
593,0,3,0,29.869351032448375,0,2,7.75,3,0,False,True,False,False,False,False,False,False,True,False
594,0,2,1,37.0,1,0,26.0,2,0,False,False,True,False,False,False,True,False,False,False
595,0,3,1,36.0,1,1,24.15,3,0,False,False,True,False,False,False,False,False,False,True
596,1,2,0,29.869351032448375,0,0,33.0,1,1,False,False,True,False,False,False,False,True,False,False
597,0,3,1,49.0,0,0,0.0,1,1,False,False,True,False,False,False,False,False,False,True
599,1,1,1,49.0,1,0,56.9292,2,0,True,False,False,True,False,False,False,False,False,False
600,1,2,0,24.0,2,1,27.0,4,0,False,False,True,False,False,False,False,True,False,False
602,0,1,1,29.869351032448375,0,0,42.4,1,1,False,False,True,False,False,True,False,False,False,False
603,0,3,1,44.0,0,0,8.05,1,1,False,False,True,False,False,False,False,True,False,False
604,1,1,1,35.0,0,0,26.55,1,1,True,False,False,True,False,False,False,False,False,False
605,0,3,1,36.0,1,0,15.55,2,0,False,False,True,False,False,False,False,True,False,False
606,0,3,1,30.0,0,0,7.8958,1,1,False,False,True,False,False,False,False,False,False,True
607,1,1,1,27.0,0,0,30.5,1,1,False,False,True,True,False,False,False,False,False,False
608,1,2,0,22.0,1,2,41.5792,4,0,True,False,False,False,False,False,True,False,False,False
609,1,1,0,40.0,0,0,153.4625,1,1,False,False,True,False,False,True,False,False,False,False
610,0,3,0,39.0,1,5,31.275,7,0,False,False,True,False,False,False,False,False,True,False
611,0,3,1,29.869351032448375,0,0,7.05,1,1,False,False,True,False,False,False,False,False,False,True
615,1,2,0,24.0,1,2,65.0,4,0,False,False,True,False,False,False,True,False,False,False
616,0,3,1,34.0,1,1,14.4,3,0,False,False,True,False,False,False,False,False,True,False
617,0,3,0,26.0,1,0,16.1,2,0,False,False,True,False,False,False,False,True,False,False
618,1,2,0,4.0,2,1,39.0,4,0,False,False,True,False,False,False,False,False,True,False
619,0,2,1,26.0,0,0,10.5,1,1,False,False,True,False,False,False,True,False,False,False
620,0,3,1,27.0,1,0,14.4542,2,0,True,False,False,False,False,False,False,False,True,False
621,1,1,1,42.0,1,0,52.5542,2,0,False,False,True,False,False,False,True,False,False,False
622,1,3,1,20.0,1,1,15.7417,3,0,True,False,False,False,False,False,False,False,True,False
623,0,3,1,21.0,0,0,7.8542,1,1,False,False,True,False,False,False,False,True,False,False
624,0,3,1,21.0,0,0,16.1,1,1,False,False,True,False,False,False,False,False,True,False
625,0,1,1,61.0,0,0,32.3208,1,1,False,False,True,False,False,False,True,False,False,False
626,0,2,1,57.0,0,0,12.35,1,1,False,True,False,False,False,False,True,False,False,False
627,1,1,0,21.0,0,0,77.9583,1,1,False,False,True,False,False,False,True,False,False,False
628,0,3,1,26.0,0,0,7.8958,1,1,False,False,True,False,False,False,False,False,False,True
629,0,3,1,29.869351032448375,0,0,7.7333,1,1,False,True,False,False,False,False,False,True,False,False
630,1,1,1,80.0,0,0,30.0,1,1,False,False,True,True,False,False,False,False,False,False
631,0,3,1,51.0,0,0,7.0542,1,1,False,False,True,False,False,False,False,False,False,True
632,1,1,1,32.0,0,0,30.5,1,1,True,False,False,False,True,False,False,False,False,False
633,0,1,1,29.869351032448375,0,0,0.0,1,1,False,False,True,True,False,False,False,False,False,False
634,0,3,0,9.0,3,2,27.9,6,0,False,False,True,False,False,False,False,False,True,False
637,0,2,1,31.0,1,1,26.25,3,0,False,False,True,False,False,False,False,True,False,False
638,0,3,0,41.0,0,5,39.6875,6,0,False,False,True,False,False,False,False,False,False,True
639,0,3,1,29.869351032448375,1,0,16.1,2,0,False,False,True,False,False,False,False,False,False,True
642,0,3,0,2.0,3,2,27.9,6,0,False,False,True,False,False,False,False,True,False,False
643,1,3,1,29.869351032448375,0,0,56.4958,1,1,False,False,True,False,False,False,False,True,False,False
645,1,1,1,48.0,1,0,76.7292,2,0,True,False,False,False,False,False,True,False,False,False
647,1,1,1,56.0,0,0,35.5,1,1,True,False,False,True,False,False,False,False,False,False
648,0,3,1,29.869351032448375,0,0,7.55,1,1,False,False,True,False,False,False,False,True,False,False
649,1,3,0,23.0,0,0,7.55,1,1,False,False,True,False,False,False,False,True,False,False
651,1,2,0,18.0,0,1,23.0,2,0,False,False,True,False,False,False,False,True,False,False
652,0,3,1,21.0,0,0,8.4333,1,1,False,False,True,False,False,False,False,True,False,False
653,1,3,0,29.869351032448375,0,0,7.8292,1,1,False,True,False,False,False,False,False,True,False,False
654,0,3,0,18.0,0,0,6.75,1,1,False,True,False,False,False,False,False,False,False,True
655,0,2,1,24.0,2,0,73.5,3,0,False,False,True,False,False,False,False,True,False,False
657,0,3,0,32.0,1,1,15.5,3,0,False,True,False,False,False,False,False,False,True,False
658,0,2,1,23.0,0,0,13.0,1,1,False,False,True,False,False,False,True,False,False,False
659,0,1,1,58.0,0,2,113.275,3,0,True,False,False,False,False,False,True,False,False,False
660,1,1,1,50.0,2,0,133.65,3,0,False,False,True,False,True,False,False,False,False,False
661,0,3,1,40.0,0,0,7.225,1,1,True,False,False,False,False,False,False,True,False,False
662,0,1,1,47.0,0,0,25.5875,1,1,False,False,True,False,False,False,False,True,False,False
663,0,3,1,36.0,0,0,7.4958,1,1,False,False,True,False,False,False,False,False,False,True
664,1,3,1,20.0,1,0,7.925,2,0,False,False,True,False,False,False,False,True,False,False
665,0,2,1,32.0,2,0,73.5,3,0,False,False,True,False,False,False,False,True,False,False
667,0,3,1,29.869351032448375,0,0,7.775,1,1,False,False,True,False,False,False,False,True,False,False
668,0,3,1,43.0,0,0,8.05,1,1,False,False,True,False,False,False,False,False,True,False
669,1,1,0,29.869351032448375,1,0,52.0,2,0,False,False,True,False,False,True,False,False,False,False
670,1,2,0,40.0,1,1,39.0,3,0,False,False,True,False,False,False,True,False,False,False
671,0,1,1,31.0,1,0,52.0,2,0,False,False,True,False,True,False,False,False,False,False
672,0,2,1,70.0,0,0,10.5,1,1,False,False,True,False,False,False,True,False,False,False
673,1,2,1,31.0,0,0,13.0,1,1,False,False,True,False,False,False,False,True,False,False
675,0,3,1,18.0,0,0,7.775,1,1,False,False,True,False,False,False,False,False,True,False
676,0,3,1,24.5,0,0,8.05,1,1,False,False,True,False,False,False,False,False,True,False
677,1,3,0,18.0,0,0,9.8417,1,1,False,False,True,False,False,False,False,True,False,False
678,0,3,0,43.0,1,6,46.9,8,0,False,False,True,False,False,False,False,True,False,False
679,1,1,1,36.0,0,1,512.3292,2,0,True,False,False,False,True,False,False,False,False,False
680,0,3,0,29.869351032448375,0,0,8.1375,1,1,False,True,False,False,False,False,False,True,False,False
681,1,1,1,27.0,0,0,76.7292,1,1,True,False,False,False,False,False,True,False,False,False
682,0,3,1,20.0,0,0,9.225,1,1,False,False,True,False,False,False,False,False,False,True
683,0,3,1,14.0,5,2,46.9,8,0,False,False,True,False,False,False,False,True,False,False
684,0,2,1,60.0,1,1,39.0,3,0,False,False,True,False,False,False,False,True,False,False
685,0,2,1,25.0,1,2,41.5792,4,0,True,False,False,False,False,False,False,True,False,False
686,0,3,1,14.0,4,1,39.6875,6,0,False,False,True,False,False,False,False,False,True,False
687,0,3,1,19.0,0,0,10.1708,1,1,False,False,True,False,False,False,False,True,False,False
688,0,3,1,18.0,0,0,7.7958,1,1,False,False,True,False,False,False,False,False,True,False
689,1,1,0,15.0,0,1,211.3375,2,0,False,False,True,False,True,False,False,False,False,False
690,1,1,1,31.0,1,0,57.0,2,0,False,False,True,False,True,False,False,False,False,False
691,1,3,0,4.0,0,1,13.4167,2,0,True,False,False,False,False,False,False,False,True,False
693,0,3,1,25.0,0,0,7.225,1,1,True,False,False,False,False,False,False,False,False,True
694,0,1,1,60.0,0,0,26.55,1,1,False,False,True,False,False,True,False,False,False,False
695,0,2,1,52.0,0,0,13.5,1,1,False,False,True,False,False,False,False,True,False,False
697,1,3,0,29.869351032448375,0,0,7.7333,1,1,False,True,False,False,False,False,False,False,False,True
